,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Long Term Debt,21110000000.0,517353019.914728,521200667.703259,377618668.78812
Long Term Provisions,,,181494380.890398,
Current Liabilities,214310000000.0,2475988516.160853,2366779312.091365,3146380270.485282
Other Current Liabilities,15950000000.0,,49424201.247723,859984089.101034
Current Debt And Capital Lease Obligation,10110000000.0,100358309.496586,104839214.767897,392336250.331477
Current Capital Lease Obligation,8710000000.0,92181942.625642,94082983.642359,94802439.671175
Current Debt,1400000000.0,8176366.870944,10756231.125537,297533810.660302
Pensionand Other Post Retirement Benefit Plans Current,11200000000.0,307141265.200459,290554395.213886,223680721.294086
Current Provisions,,126000000.0,131117095.872058,
Payables,46760000000.0,707255734.336653,627537585.539268,558472553.699284
Other Payable,,89016897.385277,91632196.803629,76770087.509944
Dividends Payable,,1055015.080122,816928.946243,662954.123575
Total Tax Payable,21500000000.0,314262616.991282,297362136.43258,266109785.202864
Accounts Payable,25260000000.0,302921204.879972,237726323.356816,214929726.862901
Total Assets,934110000000.0,11741394703.560543,11735728932.083252,10992574913.815964
Total Non Current Assets,398340000000.0,5405897270.544111,5874127587.962824,5898435428.268364
Other Non Current Assets,18530000000.0,-12660180.961462,408464.473122,397772.474145
Non Current Prepaid Assets,0.0,89412528.040323,82237513.921831,90957305.754442
Non Current Deferred Assets,,222608181.9057,189935980.001579,171970299.655264
Non Current Deferred Taxes Assets,12520000000.0,155087216.777905,160798847.585566,307212940.864492
Financial Assets,,37980542.884385,17019353.046737,
Investmentin Financial Assets,13890000000.0,13583319.156568,12253934.19365,10342084.327765
Available For Sale Securities,13890000000.0,26000000.0,136154.824374,132590.824715
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,13583319.156568,12117779.369276,10209493.50305
Long Term Equity Investment,0.0,1186891.965137,,
Investmentsin Associatesat Cost,0.0,1186891.965137,,
Goodwill And Other Intangible Assets,269110000000.0,3594963885.515039,3961152305.509641,3891275523.733758
Other Intangible Assets,83440000000.0,1298064179.204862,1620378564.873689,1749403341.288783
Goodwill,185670000000.0,2296899706.310177,2340773740.635952,2141872182.444975
Net PPE,77480000000.0,1061081416.832502,1138798951.063233,1132590824.71493
Accumulated Depreciation,,-947403541.949378,-868395469.856683,-845664280.031822
Gross PPE,77480000000.0,2008484958.78188,2007194420.919916,1978255104.746752
Construction In Progress,400000000.0,17012118.166964,42480305.204654,53036329.885972
Other Properties,77080000000.0,,1096318645.858579,
Machinery Furniture Equipment,,1250720377.484396,1201974789.572719,1087244762.662424
Buildings And Improvements,,686023555.849201,714268208.665438,788517634.579687
Land And Improvements,,54728907.281318,48471117.477106,49456377.618669
Properties,,0.0,0.0,0.0
Current Assets,535770000000.0,6335497433.016433,5861601344.120426,5094139485.5476
Other Current Assets,38160000000.0,73000000.0,377421173.164429,
Hedging Assets Current,,38903681.079491,25869416.631039,8883585.2559
Current Deferred Assets,,114073505.53817,95308377.061724,74118271.015646
Restricted Cash,,1318768.850152,1497703.068113,1325908.247149
Prepaid Assets,,698024352.385587,892631028.595236,669981437.28454
Inventory,2280000000.0,21232178.487451,12798553.491146,12065765.049059
Finished Goods,,21232178.487451,,12065765.049059
Other Receivables,85370000000.0,798382661.882173,660214743.389003,743436754.176611
Taxes Receivable,1950000000.0,30859191.093563,31587919.254743,31291434.632723
Accounts Receivable,195720000000.0,2040926672.495625,1860283365.420487,1873640944.046672
Allowance For Doubtful Accounts Receivable,,-58948967.601806,-64809696.401973,-70803500.397772
Gross Accounts Receivable,,2099875640.097431,1925093061.82246,1944444444.444444
Cash Cash Equivalents And Short Term Investments,212290000000.0,2487857435.812223,2130823001.45141,1585123309.466985
Other Short Term Investments,121640000000.0,1102886389.382328,1243774320.655504,942985945.37258
Cash And Cash Equivalents,90650000000.0,1384971046.429895,887048680.795907,642137364.094405
Cash Equivalents,,358705127.241413,396074384.103652,111243701.935826
Cash Financial,,1026265919.188482,490974296.692255,530893662.158579
